place_id,name,category,lat,lng,opening_hours,address,business_status,fetched_at,coverage
ChIJU2mww6t9MEARniwxKKLa0GQ,The Azerbaijan Government House,tourist_attraction,40.3737647,49.8530067,,"9VF3+H7Q, 84 Üzeyir Hacıbəyov, Bakı 1000, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJV113dcN9MEARm5dyfjPM2Tk,Crescent Mall,shopping_mall,40.3742973,49.8609007,,"Aypara Palace and Town"" 66 Nasimi district, 68 Neftçilər Prospekti, Bakı 1000, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJucXkuHF9MEARUrJFVhx4UP4,Port Baku Mall,shopping_mall,40.3751486,49.8602985,,"151 Neftçilər Prospekti, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJz14idRJ9MEARfZ3HlTJ83uM,Şərq Bazarı,shopping_mall,40.3870727,49.8557431,,"Karabakh Street, 15 Şah İsmayıl Xətai prospekti, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJVdl1vAN9MEARqwAHfxQ7e7s,Museum of Modern Art,tourist_attraction,40.3780237,49.8646596,,"5 Yusuph Safarov, Bakı 1025, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJy3-srrF9MEARcp2puDCCOr0,Khagani Garden,tourist_attraction,40.3717273,49.8403557,,"9RCR+M4X, Xaqani Küçəsi, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJ_bgGs619MEAR6KIB8sMb3nA,Baku view point,tourist_attraction,40.366842,49.84467,,"9R8V+PV, Baku, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJHSiQIVB9MEARM3fSlC0IqSY,Caspian Sea Cruise,tourist_attraction,40.3686189,49.8499831,,"9R9X+CXX, Unnamed Road, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJK42EzbN9MEARYWLSSEXMrys,The Museum Center,tourist_attraction,40.3697753,49.8425933,,"Музейный Центр, 123а Neftçilər Prospekti, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJHZqQfAB9MEAR4rye9zw8g78,Bakı Gəmi turu,tourist_attraction,40.3716441,49.8566279,,"9VC4+VXF Sea port, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJSQWpqbN9MEAREX0-W2PKtlY,Saat Qülləsi,tourist_attraction,40.3686096,49.8439774,,"9R9V+CHX, Baku, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJiSV7_uB8MEARJEI3c2JUYbg,Baku Nobel Heritage Fund,tourist_attraction,40.3800454,49.893832,,"Альфред Нобель, 57/2, Баку, Хатаи, Bakı, Baku 1025, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJFbkgRLh9MEARsVrI6h8iGfg,L and M viewpoint,tourist_attraction,40.3729132,49.8814699,,"9VFJ+5H, Baku, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJdeoFlTV9MEAR5VfUXpCKe00,Mosaic Wall,tourist_attraction,40.3791322,49.8771854,,"9VHG+WP7, Baku, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJY62oHAB9MEARRgrvhb_Q8Mw,Bayraq ( флаг ),tourist_attraction,40.3763459,49.8711688,,"Nobel pr, 9A Fazayil Bayramov Street, Baku, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJjVWZfAB9MEARIxa-DPhx5kk,Mutafakir,tourist_attraction,40.383998,49.8883454,,"9VMQ+H8X, Mərkəzi Bulvar, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJEQJjqip9MEAR9-MyOPOfcdE,Private Driver in Baku,tourist_attraction,40.378145800000006,49.8753751,,"X, Bakı 1121, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJ69LbYVh9MEARngcnEYLO340,Localtransfer.az,tourist_attraction,40.3851895,49.8856676,,"Baku 1040, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJw22GPAB9MEARM5WS3jDN9ek,White City Bridge,tourist_attraction,40.3791164,49.8874341,,"9VHP+JXV, 8 Noyabr Prospekti, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJa9B0LAB9MEARXt_l7AU-J4M,Ağ şəhər körpü,tourist_attraction,40.3792739,49.8874502,,"9VHP+PX4, Baku, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJqUUJPQB9MEAR-bIk0QOqrkc,Fəvvarələr Meydanı - Bakı Ağ Şəhər,tourist_attraction,40.3806723,49.887525,,"9VJQ+726, Baku, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJIQzM2Il9MEARMXazMi9IJ8Y,Baku Mall,shopping_mall,40.3898085,49.8068082,,"AZ1122 Həsən bəy Zərdabi, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJJydeE4R9MEARrpLW5nSo3iU,Russian Orthodox Church,tourist_attraction,40.38969,49.821151,,"военный городок Красный Восток, 126, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJGRBObACHMEARNtHjTgcPbnc,31 nömrəli məktəb,tourist_attraction,40.395,49.8019,,"9RV2+XQR DSMF Yasamal Rayon Şöbəsi, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJuQ1vd259MEARM4mLrcU4HGU,Baku Zoological Park,tourist_attraction,40.3918796,49.8490631,,"9RRX+QJ4, Baku, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJ5VZuGW59MEARoIIEoKtCyXE,Dеdе Gorgud Park,tourist_attraction,40.3927064,49.8466518,,"103 Vaqif prospekti, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJ3_92k119MEARZinsSljeirY,Atatürk Parkı,tourist_attraction,40.4018721,49.8506417,,"CV22+R5R, 22 Atatürk prospekti, Bakı 1000, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJ_xhPH3d9MEAR7Kudk-Nd7V4,Zorge Park,tourist_attraction,40.3906768,49.83762110000001,,"Vagif Avenue and Samad Vurgun streets, 9RRQ+72H, Vaqif prospekti, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJzxTdG3d9MEARADNMVd6bXHc,Monument To Richard Sorge,tourist_attraction,40.3905976,49.83707700000001,,"9RRP+6RP, Baku, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJwxv4HgB9MEARsRepTH2aC1g,Süleyman Rəhimov küçəsi,tourist_attraction,40.3788727,49.8402296,,"9RHR+G3X, Süleyman Rəhimov küç., Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJBRAsWl19MEARVMyMQcEc3l4,Ganjlik Mall,shopping_mall,40.4001309,49.8529446,,"14 Fətəli Xan Xoyski, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJvaY1oEB9MEARvT-oZ_LLwqg,Heydar Aliyev Center,tourist_attraction,40.3958984,49.8678151,,"1 Heydər Əliyev prospekti, Bakı 1033, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJi8b8DFl9MEARMjnsTK5l_cU,I Love Baku sign,tourist_attraction,40.3939972,49.864816,,"1 Heydər Əliyev prospekti, Bakı 1000, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJaan1JRV9MEAR_yVNSDuZ9sY,Təhsil Muzeyi,tourist_attraction,40.392270800000006,49.8613093,,"9VR6+WG3, Əbdüləzəl Dəmirçizadə küç, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJY2PveQB9MEARfz0lwUm3RT0,Sumqayıt,tourist_attraction,40.4091235,49.8647652,,"CV57+JWR, Baku, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJOTMuQ0V9MEAR8Lst14BNNdU,Qəbələ Təndir,tourist_attraction,40.3905726,49.8890136,,"Babək Prospekti, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJLVU1ewCHMEARmqaFPma3Cxw,Cavadxan 3A,tourist_attraction,40.4201354,49.8178516,,"CRC9+345, Baku, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJA76cIGCHMEARMQEOq88kbK4,Azadın kruqu,tourist_attraction,40.4106326,49.8150312,,"CR68+722, Cavadxan, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJezPwTNCHMEAR5Dv2J5UEkRU,Heydar Mosque,tourist_attraction,40.4287837,49.8242054,,"Hamza Babashov, Baku, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJEXd2Mf2HMEARnaAD-eqdB0w,Baku Karting Event Center,tourist_attraction,40.419777,49.85428,,"Elite Ticarət Mərkəzi, Əcəmi Naxçıvani, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJS0aHKQ59MEAR1ZIaulLmiig,Fanicular,tourist_attraction,40.4092617,49.8670924,,"CV58+PR4, Baku, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJAUIGagB9MEARhrrRETjPa_g,Anarin Adamın mekani,tourist_attraction,40.4049316,49.8744962,,"127 Fətəli Xan Xoyski, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJ05jksOSHMEARcLqu1s6mIFw,Biləcəri Meydanı,tourist_attraction,40.432116,49.8049025,,"CRJ3+RXR, Baku, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJk4PRFwCHMEARCyt1_Dk0c2A,Məhəmməd Xəlilli küçəsi,tourist_attraction,40.4363081,49.806187,,"CRP4+GFF, Baku, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJC97kZ7KHMEAR0SmbAUsSigE,Refi,tourist_attraction,40.4342849,49.8150469,,"40 Əhməd Qasımov, Bakı 1117, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJC18vY5eHMEAR1J2N-8c_xDY,Keçmiş qazanxana qülləsi Biləcəri,tourist_attraction,40.435823,49.8058896,,"CRP4+89C, Baku, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJQwWPBQCHMEARvWIaRaW4BUk,UREYIM TIBB MƏRKƏZI,tourist_attraction,40.4219494,49.8359504,,"CRCP+R8V, Baku, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
ChIJs01IKgCHMEAReMZnbD7ZD6Y,AESTHETIC LAZURIA,tourist_attraction,40.4233229,49.8385817,,"Azadlıq Prospekti, Bakı, Azerbaijan",OPERATIONAL,2026-08-03,extra:coarse
